doc_type,ocr_text
form,"KOOI . JAZZ FESTIVAL . SWEEPSTAKES 
THIRD PRIZEWINNER 
Prizewinner's Address City and State 23 • Name Bronx 43 Mr MORRIS , New Jose York Lopez AOG loyos apt 33 
Telephone NONE 
I and a guest plan to attend the aight 
( Friday or Saturday ) 
performance of the KOOL Jazz Festival in ( elity ) 
ca 
( date ) 
92 plan to attend a KOOL Jess Festival , therefore , please send me 
$ 15.00 which is the price of the two tickets which I won , 
PLEASE READ THE FOLLOWING STATEMENT , AND SIGN IT BELOW : 
I nor Tobacco Productions hereby a member Corporation certify Inc. of that , the or I , immediate of am its Brown 21 affiliated years & family Williamson old companies or of older an employee Tobacco , and H. Olsen that Corporation's I & am Brown Co. not , or an & Williamson employee Festival advertis , 
lag agencies . 
I any further claim hereby , obligation release , and Brown / or liability & Williamson to me with Tobacco respect Corporation to the "" KOOL from 
Jazz Festival Sweepstakes "" other than its obligation to send me the prize 
which I selected above . 
I & agency authorities Laland address hereby Co. , to , and to including authorize furnish any of the my member Federal my home but Brown name not state Trade of limited & and the Williamson , the general address Commission to States the public to Internal Tobacco of any , New and who governmental Revenue York to Corporation requests furmish , Florida Service the my authority , name and and name , the H. Rhode of and or taxing Olsen the 
winners of the "" KOOL Jazz Festival Sweepstakes . "" 
( Prize 
mice ir mace 68510513 
685101339 
PRODUCED FROM B & W WEB SITE 
"
form,"KOOL JAZZ FESTIVAL SWEEPSTAKES 
; THIRD PRIZEWINNER 
Prizewinner's Name WILLIAM UTTU WITT 
Address 127 R. FILM ( 5 . 
City and State ALTON . IL . 62012 
Telephone I5-462-0300 
( ) I and a guest plan to attend the . aight 
( Friday or Saturday ) 
performance of the KOOL Jazz Festival in 
( city ) 
on ( dale ) - . 
I do not plan to attend a KOOL Jazz Festival , therefore , please send me 
$ 15.00 which is the price of the two tickets which I won . 
PLEASE READ THE FOLLOWING STATEMENT , AND SIGN IT BELOW : 
I hereby certify that I am 21 years old or older and that I am not an employee , 
por a member of the immediate family of an employee of Drown & Williamson 
Tobacco Corporation , its affiliated companies , H. Olsen & Co. , or Festival 
Productions Inc. , or of Brown & Williamson Tobacco Corporation's advertis 
Log agencies . 
I further hereby release Brown & Williamson Tobacco Corporation from 
any claim , obligation , and / or liability to me with respect to the "" KOOL 
Jazz which Festival I selected Sweepstakes above . "" other than its obligation to send me the prize 
I hereby authorize Brown & Williamson Tobacco Corporation , and H. Olsen 
& Co . to furnish my name and address to any governmental authority or 
agency , Including but not limited to the Internal Revenue Service , the taxing 
authorities of my home state , the States of New York , Florida and Rhode 
Island , and the Federal Trade Commission , and to furnish my name and 
address vinners to of the any "" member KOOL . Jazz of the Festival general Sweepstakes public who . requests "" the name of the 
tein O. Stitt 
( Prizewinner's Signature ) 
tice ty TE FILM IMAGE 1 685101 
Tct . 17 15 97 76 
1977 . 
685101373 
PRODUCED FROM B & W WEB SITE 
"
form,"2 
C - HRY - 1908 14:55 P.M.E.S. 01 732 5314 P.03 
PES CLD PHILIP KENT POL ENGINEERING LONDON MORRIS DES SERVICES TELEPHONE 200 Augantia J.Loe + Fil - FYI yy fo 16/5 
812/88 Con of Mos Unter 
REFERENCE NO 3440 CALLBACKPOOL FAX : LONDON 0225504 
To : MR . J. BODGRY MGIGANTEROMG DATE : 5/5/88 
PM USA TTG 
M. G. FULLER 
FROM : 
SUBJECT : MASSANN PARTICULARES 
SERVICE ENGINEER SUPPORT 
2000695691 
CCI 
PLEASE REPLY TO FAX TERMINAL : 01 732 5314 PAGE 1 OF 2 
Person 
"
form,"PTO - M₂4 
11:00 
UNITED STATES EPARTMENT OF COMMERCE 
FILLING RECEIPT Patent and Trademark Office 
ASSISTANT SECRETARY AND COMMISSIONER 
STE F Washington OF PATENTS , D.C. AND 20231 TRADEMARKS 
SERIAL NUMBER FILING DATE CAP ART UNIT FIL FEE NEED ATTORNEY DOCKET NO . CRWGS TOT CLINO CL 
07 / 792,012 11/13/91 3302 $ 1,700.00 PM - 1323 12 47 2 
BRENDA J. PANICHI 
FISH & NEAVE 
875 THIRD AVE . 
NEW YORK , NY 10022-6250 
Reciwledge of the pare application section heroin it will be considered in order and you will be notified as to the 
est . Be sure to give the U.S. SERIAL NUMBER CATE OF FILING , NAME OF APPLICANT , and TITLE OF INVENTION 
inguring above this application Footwed by charlareject to collection Pisse verify the accuracy of the do 
pressed on this wa 
Applicant ( s ) JIM M. EHRMAN , NEW BRUNSWICK , CANADA : CLIFFORD H. 
GOLDSMITH MIDLOTHIAN , , NEW VA : YORK HARRY , NY V. ; EVERETT LANZILLOTTI C. GROLLIMUND , BLACKSBURG . , VA : 
A. CLIFTON LILLY JR .. CHESTERFIELD , VA . 
FOREIGN FILING LICENSE GRANTED 02/15/92 
TITLE 
SMOKING ARTICLE 
PRELIMINARY CLASS : 131 
RECEIVED 
2020049343 
FEB 25 1992 
REFERRED NOTED FISH BY & TO NEAVE BJP PATENT DEPT . 
( see reverse ) 
"
form,"RCV BY : FM PATENT DEPT 8-8-81 2:00 PM : 2127150874 8042744780 : 1 
FAX COVER LETTER 
FIGH & HEAVE 
876 THIRD AVENUE 
NEW YORK , NY 10022-8250 
TEL NO .: ( 212 ) 715-0000 
FAX NOS .: ( 212 ) 715-0873 , -0674 , or -0678 
RECIPIENT : Charles B. B. alern 
LOCATION : Richmond , Virginia 
TELECOPIER NUMBER : ( 804 ) 274-4750 
THE SENDER IS : Loretta A. Miraglia , Esc 
CLIENT NUMBER : 02910.001 
TOTAL NUMBER OF PAQES , INCLUDING COVER LETTER : 
WE ARE TRANSMITTING FROM A XEROX 7031 . 
DATE : 22/191 TIME : FAX OPERATOR : 
THIS COMMUNICATION 18 INTENDED ONLY FOR THE USE OF THE ADDRESSEE AND 
MAY CONTAIN INFORMATION THAT IS PRIVILEGED AND CONFIDENTIAL . IF YOU ARE 
NOT THE INTENDED RECIPIENT , YOU ARE HEREBY NOTIFIED THAT THE 
UNAUTHORIZED DISSEMINATION OF THE COMMUNICATION IS STRICTLY PROHIBITED . 
IF YOU HAVE RECEIVED THIS COMMUNICATION IN ERROR , PLEASE NOTIFY US 
IMMEDIATELY BY TELEPHONE . 
********* 
MESSAGE : 
PLEASE ACKNOWLEDGE COMPLETE RECEIPT OF THIS TRANSMISSION BY SIGNING AND 
RETURNING THIS COVER SHEET TO US BY FAX : 
Signed : Date : 2022894347 
H possible not completely . ( ATP received CALL , please 12121 call 71-001 back at ( 213 ) 716-0800 ( ask for TELECOPIER ) as soon as 
"
form,"MAILINGIN ynty.w 
REPUBLIQUE T'RQUE TO 1359 
Ministère de l'industrie et la Technologie 
direction de la propriete industrielle Datum / Date 
D 8. 10. 92 
Zeichen und Datum des Antrages 
Applicant's References reference et date de and la demande date 91/1081 8430- 16/04/92 
Vertreter und Zeichen STOCK 
Mandataire Representative / références / reference 21838/51 Industrial Property Services A.S. 
Patentanmeldung 
Patent Demande application de brevet TRA 108191 
Einreichungstag 
Filing Date de date dépôt 14/11/91 
Beanspruchte Prioritat 
Priority Pricrite claimed revendiquée USA 613160 14 / 11,90 
RAPPORT DE RECHERCHE / SEARCH REPORT / RECHERCHENBERICHT 
établi par } Office européen des brevets 
established by European Patent Office 
erstellt vom Europäischen Patentamt 
- brevets Les demande documents d'invention de brevet cités . . La dans recherche le présent a été avis effectuée sont susceptibles en tenant d'affecter compte des la brevetabilité articles 2 , 3 et de 37 l'invention de la loi , turque objet de sur la les 
-The application documents . The cited search in the has present been performed report may taking affect into the account patentability articles of 2 the , 3 and invention 37 of the which Turkish is the Patent subject Law of . the patent 
- türkischen Die Patentanmeldung in diesem Patentgesetzes Gutachten ist , zu beeinflussen genannten durchgeführt Dokumente . Die . Nachforschung sind geeignet wurde die unter Patentierbarkeit Berücksichtigung der Erfindung der Artikel , die 2. Gegenstand 3 und 37 des der 
- of recherche certain lags a ete ce effectuée temps parma s'ecoule les entre documents la publication que sort ces a la documents spoon ce cerofice brevets recents au moment et leur ce incorporation rexecution de dans cele la - documentation fattene compre cronice ou fait 
La Amage ( secue recherches 1999 documentation ) , Luxembourg , les ( at 1877 collections ) ete , de Cepove ( systematiquement 1346 recherche ) contiennent , Monaco ( 1926 de ) , romice Canada ( revers ces efectures prevers comprend Grevers ne revendiquant par anteneurs ne les revendiquant les documents teves au pas dates de coces ce pas prince indees brevets de pays prime 13371 ces . La , pays Pays 1970 mensen suvarts Cas , asus ( ce 1912 trevers à ) par , et d'Amerique Suisse d'autres ces cas ( 1340 pays ( 1920 indus ) , pour ne ) , France signe certains ( 13021 nullement domaines , Grande que - de Bretagne les la 
2022911194 
se The search lases has Detween been performed the publication among of the recent documents parent documents at the osposat and their of the incorporation Office at the in time the the documentation search was came of the Office out It should be noted that a certa 
Dulisted Caprum not conducted The claiming documentation ( 1226 earlier systematically a ) , prerey Canada than of the the 1937 is among Office das ) , The comprises nocared not the Netherlands patents claiming the the of these patent ( memon priority 1312 ) , other documents Szenand of 1970 parents couns ) , France of of ( the 13401 other ( 1907 following , USA countries ) , Cermany ( countnes 1920 in a , ( 1877 search , some as ) , from Great report ends the Entan in of dates no technology ( way 1909 ) , are ocales Luxembourg cocumentation that the ( 1246 search ) , Monaco contains has been ( pas pares 
Die wesen Recherche , calischen wurde unter der Vereichung denengen Daumerren never Schede durchgeluh , oe cem Aulname Ant zur Zetirer in de Dokumentation Durchfutrung des zur Ames Vertugung necesse stancen Es et wird versch darauf hinge 
Die Cegen Menace Techmal calde Dokumentation Recherche ( ( Cratamadungen ap 1926 ) , Deutschland systematisch des Ocuman Amnes ab 13571 cab matte unter , auch 1377 Necertance den ) , Parmente Paredokumente Frankreich Paleokumente ( as ( 1312 ab 13021 ) aeren , Schweiz cer deser , nachstehenden Gredsantren Datums Lancer ( as 1945 Die durchgelt , Creating Lander Verege ( ab 1209 ) , werde Staaten Kanada von Prokumentenancerer ( von Cratanmeldungen Amara ( as 1920 ab ) 1970 Augen Lander ) , Lemburg beds Gesc ( 45 1944 ) , 
Vet Please see du Aagen enclosure rapport ) ( de for s ) recherche for cen test Ten of cas page the search Recherchencentes ( s ) report 
"
form,"PHILIP MORRIS 
MANAGEMENT CORP . 
P.O. BOX 26583 , RICHMOND , VIRGINIA 23261-6583 
4201 COMMERCE ROAD , DOOR 17 , RICHMOND , VIRGINIA 23234 
TELEFAX NO . ( 804 ) 274-4780 
TO : Edward J. Je Franco 
FROM : CEB Glenn 
DATE : 03-24-13 
SUBJECT : PM - 1431 
PAGES TO 
FOLLOW : -2 
MESSAGE : Revisionat line of 
end Text . very ve 
2022916255 
earlies version 
with this one 
PLEASE REPORT ANY TRANSMISSION PROBLEM TO ( 804 ) 274-5307 , 
"
form,"PHILIP MANAGEMENT MORRIS CORP . PHO 
Telefax Number ( 804 ) 274-4780 
Telephone Number : ( 801 ) 274-2822 PHILIP MORRIE 
To : Joseph R. Magnone 
Fax . No. : 
From : Charles E.S. Glenn 
Date : 02-22-94 
Subject : PM 1545 PCT 
Number Pages to of Follow : -5 
Message 
Please file a PCT application on 
PM 1545 the attached claims 
( 02-24-94 from Reddie australia , Please + Crose designate ) , on or be : fore 
Canada 
Japan 
9. Korea 2022925192 
Norway SPO 
Thank you ! Charles EB 
PHILIP MORRIS MANAGEMENT CORP . 
Courier Address : 4201 Commerce Road , Door 17 , Richmond , Virginia 23234 
Mailing Address : P.O. Box 26583 , Richmond , Virginia 23261-6583 
"
form,"SEN 3 : Xerox Te :::: 7021 11- 3-93 : 9:13 : 49 2233 303382 :: 
TELECOPY 
TO : Name Walf Reininghand 
Company 
Fax No. 
FROM : R. A Carchwan 
PHILIP MORRIS U.S.A. 
RICHMOND , VA 
PHONE : ( 804 ) 274 3882 
FAX : ( 804 ) 274-2891 
DATE : /// 3/93 
PAGES TO FOLLOW : 7 
PLEASE CALL ABOVE PHONE NUMBER IF THERE IS ANY PROBLEM 
WITH THIS TRANSMISSION . 
MESSAGE : SEE FOLLOWING PAGE ( S ) . 
2024003102 
"
form,"Proposed Change Form Date Philip : Confidential Moris v . ABG 
Number : 83 - C056 
1. Originator : Jack Dillon 
2. Proposed change to : A. Parameters ( Prep Sols . Batch Make - Up ) 
A. Parameters 
B. Standards 
C. Control Moves 
3. Problem Statement : Prep Sols . Batch Make - up Matrix was not revised 
when we went to low humectant ( January , 1993 ) 
4. List evidence , provide data to support need for change : 
Prep Sols . X & S TQM's , Line 3 
5. Describe what will be improved if problem is resolved : 
What is the objective of making this change ? 
Reduced variation in Prep Sols . 
6. Identify probable causes of problem ( attach C & E ) . 
Lack of follow - up to ensure systems were updated upon implementing 
lower humectant levels . 
7. Describe proposed SPC system change . 
Change the water / DN make - up matrix for Prep Sols . per the attached . 
8. Recommend measurements of effectiveness of proposed change . 
Prep Sols . X & S TQM's , Line 3 
2024795599 
9. Describe action plan for implementing proposed change ( attach 
if need more space ) . 
Distribute New Matrix to # 1 & Upgrade # 1 Operators & MR Supvs . 
10. List personnel affected by change : 
# 1 & Upgrade # 1 Operators SIT 
Machine Room Supvs . Lab Services Process Stage Accountable 
SPC Specialists Quality Services 
"
form,"STATEMENT PROBLEM OUT 
REPORT 
START 
DATE 
PROBLEM 
PHAR OBJECTIVE findings Production 
SOLVING 
/ recommendations Department 
TEAM 09/18/92 
& LEADER MEMBERS - Minimize - 100 % Compliance is ( Comp not in 
SOLUTIONS future 
AND DATE IMPLEMENTED ( S ) A. W. O. J. G. Hayes O. D. Estes L. Glass Jenkins - Leader Audit by findings 12/31/92 / issues 
EFFECTIVENESS MEASURES See 
Attached 
BEFORE Notable 
OF 
Participation 
ASURES TIVENESS # of Nonconformances J. R. S. H. L. Brown F. Cummins T. Pullano J. Webb by : 
TER OF 
#of to Policy 
Nonconformances 
01/04/93 to Policy 
( passed 
to 
OC 
for 
continued 
work 
2024797 / follow 
- up ) 
"
form,"** R & D Document Transmittal Form for Central File 
Please type the following information for each submitted document 
Date : Any format is acceptable 
Author ( s ) : As the name ( s ) appearts ) on the document itself 
Subject / Title : This is critical if the document is a letter . In such cases , you must assign a 
title for future retrieval . 
Primary Recipient : The designation on the To : line 
Project Number : The project number of the author ( s ) of the document 
Program Name work performed for : The Major R & D Program . See your manager for the 
official list . 
Restricted ( Y / N ) : Currently the only special classification for R & D documents : Confidential 
documents at R & D are presently classified as Restricted . 
Class : Include the proper document classification 
Category Code : The official category code of the document as per the Philip Morris U.S.A. 
Records Management Retention Schedule , which will be given to you . 
Abstract : A summary of the document's contents , or its purpose or main thrust . You 
need not prepare more than a sentence for a short ( single - page ) document . However , the words 
you put here will be the only terms with which we will be able to search for and retrieve this 
particular document , so please give this "" abstract "" careful thought . 
At the time of this memorandum , definitions of the new document classifications are still pending 2024847849 
approval . 
"
form,"A PLANNED PROJECT DATA SHEET - PAGE 1 PAGE a 
APPROPRIATION : PLANNED 
TITLE : Fourdrinier Stock Delivery DATE : 9/1/94 
ORIGINATOR : W. H. Bailey / A . V. Annamanthadoo LOCATION : Park 500 
COORDINATOR : E. N. Herald DEPARTMENT 
JUSTIFICATION CATEGORY : CASSEROMME 
INCREASED CAPACITY COMPLIANCE WITH OUTSIDE ROMNTS 
COST REDUCTION ADMINISTRATIVE REQUIREMENT 
NEW VENTURE RESEARCH 
X STRAIGHT REPLACEMENT STRATEGIC REQUIREMENT 
COMPETITIVE PRESSURE ENGINEERING / ENGINEERING DESIGN 
PROJECT DESCRIPTION : NOORTEME 
Replace the existing headbox and inlet manifold on Line I and Line II . 
PROJECT JUSTIFICATIONSPRING PREDIENESTS 
Current operating plans are for Line II to operate at 450 feet per minute in 1996. This will require replacement of the 
existing headbox , fan pumps and associated piping . Line I headbox is 19 years old . This headbox is constructed of carbon 
steel with a stainless steel clad liner . The carbon steel is rusting resulting in warping of the headbox bottom . This 
warping is causing sheet streaks and basis weight variations and therefore variations of RL sheet . The Line II headbox 
will be moved to Line I. 
REASON FOR CHANGE IN SPENDING AMOUNT OR TIMING FROM PRIOR FORECAST : FES 
ORIGINAL : 
2ND REVISED : 
INDICATE ' YES ' OR ' NO ' AS APPROPRIATE : 
IS PROJECT PRIMARILY FOR EXPORT PRODUCTION ?: 82 
DOES PROJECT PROVIDE LABOR SAVINGS ?: 
NUMBER OF HOURLY PEOPLE SAVED : || 
NUMBER OF SALARIED PEOPLE SAVED : 
29911 
DOES PROJECT REQUIRE FOREIGN CURRENCY ?: 
DOES PROJECT REQUIRE ENGINEERING SUPPORT ?: 
DOES PROJECT REQUIRE I.S. SUPPORT ?: 
2025325926 
DATE 650 TO BE SUBMITTED TO OPERATIONS ANALYSIS : Feb - 95 
DATE OF REQUIRED FINAL 650 APPROVAL : May - 95 
( Indicate Dates Required to Meet Expenditure Commitments Below ) 
FORECAST OF SPENDING ( U.S. DOLLARS IN THOUSANDS ) : 
PRIOR 
YEARS 1995 1996 1997 1998 1999 TOTAL 
ORIGINAL - CAP 800 ) 500 KARISH SURE KURMAY MEG 1300 
- EXP 85 50 135 
2ND REV - CAP HERREN BEGIN SPECIMEN BOONARY 129 : 5ONE 
- EXP 
"
form,"CHECKLIST FOR PRINT - MEDIA CALIS 
DATE / TIME : 10/25 
REPORTER'S NAME / NUMBER : Colleen Zimmermanl 
919-872-5040 
NEWSPAPER / MAGAZINE : Tobacco Reporter . 
SECTION OF PAPER / MAGAZINE : 
FOCUS OF ARTICLE / NEWS STORY "" Cigarette : manufacturing 
ENTIRE LIST OF QUESTIONS • • Any Specific of : U.slims special problems / Supersluni's challenges in the manufacturing ? b / c of How size development long 
OTHER SOURCES REPORTER HAS SPOKEN TO : 
Mark Suter machines 
RX4871 Slowed 
down 
2025895776 
DATE DEADLINE STORY FOR WILL INFORMATION RUN : : specific circumference regrures handig раску 
Today equip . overcome . 
O Nordam ACTION No WIREW comment TAKEN : ble of litigation siges SS - speafiz mechanism 
"
form,"NU 
INBIFO Institut für biologische Forschung GmbH INSIFO 
TELEFAX MESSAGE NO .: 6812 Contract Research 
Ø BRA Telephone ( 2203 ) 303-1 
Telefax ( 02203303-362 
u . Ir biologische Forschung OmbH · Fuggensballe 3 - D - 81100 Cologne GSE / BRA 
GNI_FAX DOC 
DATUM / DATE : 27 Jun.94 
VON / FROM : Dr. G. Schepers 
AN / TO : Dr. Gerry Nixon 27.06.96 N 
ADRESSE / ADDRESS : Philip Morris U.S.A. 
Research Center 
P.O. Box 26583 
Richmond , Va . 23261 
U.S.A. 
Telefax - Nr .: 001-804-274-28 91 
: ANZAHL NUMBER DER OF FOLLOWING FOLGENDEN PAGES SEITEN / 2 
Dear Gerry : 
smoke Please concerning . Please find the enclosed forward influence this some of remarks ammonia remarks to Cathy ( pH with ) on Ellis respect nicotine . to delivery Kessler's into statement cigarette 
Best regards , 
سکے 2025989284 
Trade Reghier : Cologne HRB 387 
2493 Oeneral Manager . Dr. Wollinghaus 
"
form,"237 , 91 15:27 32 272 51209 CRC INBIFO Koeln 2001 
# 2364 Telefax Copy 
CRC CONTRACT RESEARCH CENTER B.V.BA/SP.R.L 
Telefax message no .: 1455 Number of following pages : 5 
Van De Von : : : B. Wilrycx Voor Pour An : : : Frau B. Viol Eingegangen 
G From Re : : Projektinformationen To Date : : 27308 1991 
! . und CRC P : 3169 Abwesenheitsliste , B6023 / P 3136 23.Jul.91 
Address : THETFO Puggerstr . 3 
D - 5000 Köln 90 
Remarks : Sehr geehrte Frau Viol , 
anbel finden Sie die obengenannten Informationen . 
2026000296 
: 
"
form,"Date 5/1/1986 
INVENTION RECORD 
Preliminary Disclosure for 
Consideration of Patentability 
1. DESCRIPTION please taining filters identify particular , OF with THE or attach examples INVENTION carbon copies or moleculu ( in other sufficient of any pertinent reports sieve detail data , based notebook for ) : the "" Plug pages composition invention - , space or other - to plug be in documents understood the type con ; 
"" Space "" of the filter , for their conture of the cigmette . 
molecular Recently sieves ( S. Maroldo with , Rohur relatively & Ham , wide private range communication of politics ) , carbon med 
mem mico pores sites were available . An optimum match 
mulecular between polousting of the and pine b7 of will the permit adsorbent this , and composition polovity ( and thavorant 
adsorted on adsorbent ) to work A tham release system . The composition 
vapors is loaded ( souall in and the very "" space polar "" of murlecules the filter ) will , and release during the trurking flavorant , the water frow 
inside the pures of the adsorbent into the mainstream of the cigarette . 
The principle can to extended to a "" sern- Combustion "" Sruoking article . 
2. OBJECTS / ADVANTAGES OF THE INVENTION : object : to mylement the nexius freamn 
smurke of the cignette with a Mosen volatile flamant / lile , for 
נגליג example , phenylethyl alcolare or cinalool ) , or to deliver a flamant to 
A Net air stream "" non- combustive "" tipe cignette ) 
advantage to other external action ( neat , mechanical electrical ) is 
necassing 1 the system works . band only one adsorption / des oution only . 
3 . STATE OF THE ART ( list any known patents or publications that seem pertinent ) ; 
"" Rohm & Haas "" holds the patents for Amubersos Be 
Cotoraccons adsorbents which exhibit the deviced 
properties for this type of device and will be used as 
"" starting material to prepare the flour , release adsorbent . 
2026342910 
4 . HAS THERE BEEN A DISCLOSURE OF THE INVENTION TO ANYONE OUTSIDE THE COMPANY ? IF SO , EXPLAIK 
· No . 
Submitted by : Barta A. Dermion 
Location : T3w / oc , Flame Development 
Hanager's Signature : 
"
form,"L r Ansch United WC1X London 16 REDDIE Liste Theobalds / 8PL Address der , Kingdom diesem , & / GROSE Adresse Antrag . Road , beigefügten , heinigung Unterlagen / Receipt Checklist of for ci Datum enclosed acknowledged Cadre Mur Co - dess wind or / documents Date amichen documents Nermit / der Hous Gebraucht ) Emplong etestons of the Riste Forefouer / der Récépissé le des unten dépôt documents bezeichneten des only documents annexes de Delos & dé d 
ܕܠܐܠ ܐ An Eya EPO Tag ave's 24 Tag revendication Anmeldenummer des FM C des Engangs rek / des 24 Date Eingangse / H Parence de / de Date beim recepson prior / legal Application de CPA du reception demandeur 24 Regal ( gle is claimed No./ / 24 24 a Date roca ou / of Ole du de receipt page la mand of demande receipt 24 Pul ( 4 at ROVA AREF DREC J Signature Unterschrit / Cachet / Amstempel officiel PAS 89312809.0 / 28-71 Signature 08 STATE / DEC 30775 -8 / HIGH Official DEC 1989 HOUSE HOLBORN 1989 / 
2. Pric Description demand 48 PRO Tag / Date 8-12-88 
2 Gol W weerschie Cance / Revendic C 
- 2. 18. 14. & Algine Ansorennung 7. Cache Der panty Obersetung 4 Mo Angle tại e bot Velache Champion cun / Thea / c / dar Generes / Date Phorty avorrication document D / Documence domenica www Ben 7 folgende bombe de de pr prote ! Any jart B , 167 DRAWI CE D 1 3 3 3 3 1 2 14 3 T 2 p 
& & C 3. Schock Gebie Respon www her more fo de of Recherchenbech recherche vent / Designation areare Co / Carter of Erinder bech enterDesignation / Cosy pent / Powmet of the gemens de Fiverr of 
AAN 
7. N 
2026365190 
A 
OWORO was me One a made Ruch - Beige descontos OESF document on race 10015 Cistoring / Angabe that 2 10.86 the prodat number der / Enclosos Bund priser of the datoto depor names te r 6/3 ( 1 ) / ngang / Other Choquette we pics nh come of this ( 1 ) Joint refor city / ( 2 ) hard chach ! $ 1 
O 
30775 
"
form,"****** PM # 
Philip Morris Incorporated Date July 24 , 1979 
INVENTION RECORD 
Consideration Preliminary Disclosure of Patentability for REC'D JUL 311979 
1. DESCRIPTION OF THE INVENTION ( in sufficient detail for the invention to be understood ; 
please identify or attach copies of any reports , notebook pages , or other documents con 
taining particular examples or other pertinent data ) : 
SEE ATTACHED 
2. OBJECTS / ADVANTAGES OF THE INVENTION : 
SEE ATTACHED 
3. STATE OF THE ART ( list any known patents or publications that seem pertinent ) : 
A ) Compounds-- None 
B ) Chemistry All of the pertinent chemical prior art has been 
mentioned under the discussion of the invention . 
4. HAS THERE BEEN A DISCLOSURE OF THE INVENTION TO ANYONE OUTSIDE THE COMPANY ? IF SO , EXPLAIN . 
NO 
2026365726 
Submitted by : Depardelthen 
Location Manager's : Signature Research : Willing of hand 
1 
"
handwritten,"8/25/17 
Husnall attached . C.A.B. is 2 file a 
persing summary Complaints at Still the of the CAB 2030 
on the alleged . . 2020 
phoned 3 opportunity smokin violations Thered Counsel the as restrictims wish to airline committee lack interrine to do of 5.2 . so . . . 
"
handwritten,"M60 1978.- Midyen Riport Recet 
I. Smoking Reshictions . 
C.A.T ..... 
- 2 . Federal : dinsworth . 
State : Bewley - Davdell . 
-3 . A. ( 1 ) Tobacco Seminar : Ainsworth 
( 2 ) C.A.B ... 
( 3 ) H.E.W .. 
( 4 ) NIA - OSHA 
3. A State & hocal . 
( 1 ) T.A.N. - Bewer / Bewley . 
CCS ... Dondell 
( ( ( 5 4 3 ) ) ) . MASS Bendley H.J T. I. . ... , N.Y. refoxt , .. .P.A Burley - . - Bills Bewley introduced C.T.I. . ( .T.I Report . Not reports ) exected . .... - 
I. -4 C.A.T. ( SOSAS ) 
II . A. Tax Texation Increases . 50005 4063 ........... 
A.I. Dowdell 
"
handwritten,"Dec 2/95 
DarTones HNd Pack To Dec . Stimulate , 1 . / Holding 1se . 1 ی 1.5 / , 2 They . . 22 The Wor Sino 1 The . / Number Will Bonds any sales Be Zhows ;. For ONC fy of . . ors Cantels Bond Idea Dimmy , Idea . of ; 
her . The Smoker KNews . He 50032 
nfight Recie ove Some Thing Free ; That . .01 
Will Switch To Damels . 67 
Y1CH Edward 1 . . , d on . Metz P each . . S 
"
handwritten,"1505 Summit que . 
Lot 229 . 
Waukesha , Wis . 
53/86 
Dear Sir . 
Snow I.om a w . a lot H10W gust of Liz puyole smokin And who ... f .. 
home switched to Doid .... … 
.... 
and find fast at local that the they drug store store T. . 
But one ... Thing ... and ..... 
akne that lot of do youryde smake that now .. . are 
.. wondering regular why cig they . package aren't 
rather than the do ?. 
We are find . The deſ . 
inconvenient . سمت there . 
a reason they couldn't . 
شکا مون a package . the Housine Quarás . 
50038 
9366 
"
handwritten,"Unedited Kreislation 
In Germany Not Less today the damage , fifties one can for for no light argument longer smoking use ! Since the ( ? that epidemiological in time Jermany , the smoker data con . 
sumes much less smoke and nicotine , even so the number 
This of sold is evident cigarettes from per the person short of report the population .. IM No. 16/1977 has , mcreased which was . 
published by us under the title "" Less smoke and nicotine . 
Of course , this poses the natural question whether the 
result y mild cigarettes will be less damage to the health . 
In for this youth respect , Family , Prof. and Dr. Manfred Health reports France the , Federal following Monister : . 
For the partial change of the basic situation by the 
shift of consumer habits to milder cigrettes there are no 
numerical weakening data of the at danger the present to health time , However in respect , one to can a astume 
at least for the risk of cancer that . a situation can be achieved . 
on of sented the lung long idea cancer run that . which mild justifies ergarettes the do some not what contain hastily a risk repre . 50054 
whether Uns is also true for other types of cancer , 9754 
such as cancer of the oral cavity , which occurs also more . 
particularly has résults to frequently be to seen wait of smokiorginos . . heart However and on smokers disease see , , the whether : made than larger and for a cardiovasen in part reduction a nonsmwoxers multitude of expenditunes lar of smoke of disease , remains illnesses . As , a one . , 
components brings some relief in this area . One can not 
assume cancer risk this , with Fist of the all , same one probability has to start as with in the the premise care of , 
"
handwritten,"FROM 
165-50 
Brooklyn 
MISS 
TINA 
Tina 
Noy 
$ 
92 
"" 
JENSEN 
11220 
inn 
R. 
401 
compananyain 
winston 
, 
J. 
27101 
50059 
. 
Aux 
Reynolds 
West 
6653 
Halloway 
, 
27 
1972 
PM 
JAN 
Saum 
j 
Tobacco 
street 
N.C. 
"
